attachment,available_fields,decoded_frames,duration_s,fields,filename,format,fps,frame_shape,frames,path,readable,sample_count,sha256,size_bytes,split
1,video,664,22.6,,3.mp4,.mp4,30.0,"[270, 480, 3]",678.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-a55Q6RWvTA/3.mp4,True,1,,749365,q1_raw
1,video,257,11.233333333333333,,7.mp4,.mp4,30.0,"[360, 480, 3]",337.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aNfi7CP8vM/7.mp4,True,1,,430559,q1_raw
1,video,329,10.966666666666667,,0.mp4,.mp4,30.0,"[720, 1280, 3]",329.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-aqamKhZ1Ec/0.mp4,True,1,,2882018,q1_raw
1,video,674,27.266666666666666,,2.mp4,.mp4,30.0,"[720, 1280, 3]",818.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-AUZQgSxyPQ/2.mp4,True,1,,4550251,q1_raw
1,video,615,20.5,,0.mp4,.mp4,30.0,"[240, 320, 3]",615.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/0.mp4,True,1,,771408,q1_raw
1,video,482,19.633333333333333,,1.mp4,.mp4,30.0,"[240, 320, 3]",589.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/1.mp4,True,1,,658423,q1_raw
1,video,500,19.533333333333335,,2.mp4,.mp4,30.0,"[240, 320, 3]",586.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/2.mp4,True,1,,675725,q1_raw
1,video,381,12.933333333333334,,6.mp4,.mp4,30.0,"[240, 320, 3]",388.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/6.mp4,True,1,,428971,q1_raw
1,video,306,11.5,,1.mp4,.mp4,30.0,"[360, 640, 3]",345.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/1.mp4,True,1,,658247,q1_raw
1,video,123,6.9,,13.mp4,.mp4,30.0,"[360, 640, 3]",207.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/13.mp4,True,1,,394399,q1_raw
1,video,166,7.1,,16.mp4,.mp4,30.0,"[360, 640, 3]",213.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4,True,1,,391465,q1_raw
1,video,215,13.9,,17.mp4,.mp4,30.0,"[360, 640, 3]",417.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4,True,1,,774900,q1_raw
1,video,250,13.333333333333334,,18.mp4,.mp4,30.0,"[360, 640, 3]",400.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/18.mp4,True,1,,737865,q1_raw
1,video,196,14.666666666666666,,20.mp4,.mp4,30.0,"[360, 640, 3]",440.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4,True,1,,823539,q1_raw
1,video,179,11.466666666666667,,26.mp4,.mp4,30.0,"[360, 640, 3]",344.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/26.mp4,True,1,,688886,q1_raw
1,video,187,8.033333333333333,,6.mp4,.mp4,30.0,"[360, 640, 3]",241.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,True,1,,446118,q1_raw
1,video,150,10.066666666666666,,9.mp4,.mp4,30.0,"[360, 640, 3]",302.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,True,1,,581652,q1_raw
1,video,246,15.8,,2.mp4,.mp4,30.0,"[360, 360, 3]",474.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HeZS2-Prhc/2.mp4,True,1,,896960,q1_raw
1,video,153,11.428077777777778,,6.mp4,.mp4,23.976035631539084,"[720, 1280, 3]",274.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4,True,1,,1661111,q1_raw
1,video,176,9.175833333333333,,7.mp4,.mp4,23.976023976023978,"[720, 1280, 3]",220.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4,True,1,,1409433,q1_raw
1,video,119,8.133333333333333,,2.mp4,.mp4,30.0,"[720, 1280, 3]",244.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/2.mp4,True,1,,958873,q1_raw
1,video,168,11.433333333333334,,5.mp4,.mp4,30.0,"[720, 1280, 3]",343.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/5.mp4,True,1,,1617346,q1_raw
1,video,99,6.733333333333333,,6.mp4,.mp4,30.0,"[720, 1280, 3]",202.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/6.mp4,True,1,,978678,q1_raw
1,video,232,11.433333333333334,,9.mp4,.mp4,30.0,"[720, 1280, 3]",343.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/9.mp4,True,1,,981914,q1_raw
1,video,225,10.666666666666666,,1.mp4,.mp4,30.0,"[360, 640, 3]",320.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,True,1,,487464,q1_raw
1,video,271,9.2,,3.mp4,.mp4,30.0,"[360, 640, 3]",276.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,True,1,,425914,q1_raw
1,video,167,5.8058000000000005,,3.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",174.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,True,1,,988521,q1_raw
1,video,85,7.440766666666667,,6.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",223.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/6.mp4,True,1,,1286164,q1_raw
1,video,120,5.739066666666667,,7.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",172.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/7.mp4,True,1,,980176,q1_raw
1,video,241,8.608600000000001,,8.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",258.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/8.mp4,True,1,,1166371,q1_raw
1,video,102,7.140466666666667,,9.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",214.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/9.mp4,True,1,,1084122,q1_raw
1,video,229,7.766666666666667,,5.mp4,.mp4,30.0,"[360, 470, 3]",233.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/5.mp4,True,1,,333185,q1_raw
1,video,443,22.7,,6.mp4,.mp4,30.0,"[360, 470, 3]",681.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/6.mp4,True,1,,1088736,q1_raw
1,video,279,9.3,,0.mp4,.mp4,30.0,"[360, 470, 3]",279.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4,True,1,,350827,q1_raw
1,video,159,7.366666666666666,,13.mp4,.mp4,30.0,"[360, 470, 3]",221.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,True,1,,271826,q1_raw
1,video,314,17.333333333333332,,7.mp4,.mp4,30.0,"[360, 470, 3]",520.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4,True,1,,632477,q1_raw
1,video,182,6.5732333333333335,,1.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",197.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/1.mp4,True,1,,1040138,q1_raw
1,video,171,6.773433333333333,,2.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",203.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,True,1,,1471617,q1_raw
1,video,67,2.6359666666666666,,6.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",79.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,True,1,,562692,q1_raw
1,video,125,8.641966666666667,,8.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",259.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,True,1,,1578317,q1_raw
1,video,208,9.943266666666666,,9.mp4,.mp4,29.97002997002997,"[720, 1280, 3]",298.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,True,1,,1788453,q1_raw
1,video,194,6.466666666666667,,0.mp4,.mp4,30.0,"[720, 1280, 3]",194.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,True,1,,517424,q1_raw
1,video,142,9.08,,1.mp4,.mp4,25.0,"[720, 1280, 3]",227.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/1.mp4,True,1,,1024510,q1_raw
1,video,169,9.68,,2.mp4,.mp4,25.0,"[720, 1280, 3]",242.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/2.mp4,True,1,,1452918,q1_raw
1,video,140,9.666666666666666,,6.mp4,.mp4,30.0,"[360, 360, 3]",290.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4,True,1,,404331,q1_raw
1,video,154,11.6,,11.mp4,.mp4,30.0,"[720, 1280, 3]",348.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,True,1,,2061678,q1_raw
1,video,164,6.2,,2.mp4,.mp4,30.0,"[720, 1280, 3]",186.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4,True,1,,1138330,q1_raw
1,video,137,11.633333333333333,,8.mp4,.mp4,30.0,"[720, 1280, 3]",349.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4,True,1,,2256195,q1_raw
1,video,67,3.2949555555555556,,0.mp4,.mp4,23.97604418875992,"[720, 1280, 3]",79.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4,True,1,,188321,q1_raw
1,video,143,6.923577777777778,,2.mp4,.mp4,23.976043214651384,"[720, 1280, 3]",166.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4,True,1,,460082,q1_raw
1,video,83,5.922577777777778,,5.mp4,.mp4,23.976046466253432,"[720, 1280, 3]",142.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4,True,1,,550439,q1_raw
1,video,204,6.8,,0.mp4,.mp4,30.0,"[720, 1280, 3]",204.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,True,1,,890272,q1_raw
1,video,140,10.8,,1.mp4,.mp4,30.0,"[720, 1280, 3]",324.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4,True,1,,1431603,q1_raw
1,video,129,6.1,,4.mp4,.mp4,30.0,"[720, 1280, 3]",183.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4,True,1,,639360,q1_raw
1,video,253,13.466666666666667,,5.mp4,.mp4,30.0,"[720, 1280, 3]",404.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4,True,1,,1432255,q1_raw
1,video,71,6.5,,6.mp4,.mp4,30.0,"[720, 1280, 3]",195.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4,True,1,,839808,q1_raw
1,video,207,12.733333333333333,,7.mp4,.mp4,30.0,"[720, 1280, 3]",382.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4,True,1,,1601944,q1_raw
1,video,97,6.566666666666666,,8.mp4,.mp4,30.0,"[720, 1280, 3]",197.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4,True,1,,781494,q1_raw
1,video,170,8.0,,2.mp4,.mp4,30.0,"[270, 480, 3]",240.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,True,1,,282834,q1_raw
1,video,512,18.6,,7.mp4,.mp4,30.0,"[270, 480, 3]",558.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,True,1,,648501,q1_raw
1,video,200,9.033333333333333,,3.mp4,.mp4,30.0,"[720, 1280, 3]",271.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,True,1,,1547930,q1_raw
1,video,445,18.766666666666666,,12.mp4,.mp4,30.0,"[360, 640, 3]",563.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/12.mp4,True,1,,1262553,q1_raw
1,video,128,4.633333333333334,,2.mp4,.mp4,30.0,"[360, 640, 3]",139.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/2.mp4,True,1,,347917,q1_raw
1,video,241,11.033333333333333,,6.mp4,.mp4,30.0,"[360, 640, 3]",331.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/6.mp4,True,1,,801802,q1_raw
1,video,142,11.7,,10.mp4,.mp4,30.0,"[270, 480, 3]",351.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,True,1,,512248,q1_raw
1,video,164,8.0,,11.mp4,.mp4,30.0,"[270, 480, 3]",240.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,True,1,,361198,q1_raw
1,video,353,18.7,,12.mp4,.mp4,30.0,"[270, 480, 3]",561.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,True,1,,831948,q1_raw
1,video,216,13.233333333333333,,16.mp4,.mp4,30.0,"[270, 480, 3]",397.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,True,1,,550547,q1_raw
1,video,199,14.266666666666667,,18.mp4,.mp4,30.0,"[270, 480, 3]",428.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,True,1,,625292,q1_raw
1,video,218,12.566666666666666,,10.mp4,.mp4,30.0,"[360, 470, 3]",377.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,True,1,,486491,q1_raw
1,video,142,6.2,,4.mp4,.mp4,30.0,"[360, 470, 3]",186.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4,True,1,,249701,q1_raw
1,video,234,7.8,,0.mp4,.mp4,30.0,"[360, 470, 3]",234.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4,True,1,,286208,q1_raw
1,video,109,3.6333333333333333,,0.mp4,.mp4,30.0,"[720, 1280, 3]",109.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/0.mp4,True,1,,654518,q1_raw
1,video,309,13.4,,1.mp4,.mp4,30.0,"[720, 1280, 3]",402.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/1.mp4,True,1,,2032933,q1_raw
1,video,123,10.633333333333333,,3.mp4,.mp4,30.0,"[720, 1280, 3]",319.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/3.mp4,True,1,,1424269,q1_raw
1,video,240,15.133333333333333,,6.mp4,.mp4,30.0,"[720, 1280, 3]",454.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/6.mp4,True,1,,1662602,q1_raw
1,video,179,14.266666666666667,,4.mp4,.mp4,30.0,"[270, 480, 3]",428.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4,True,1,,557194,q1_raw
1,video,272,11.7,,4.mp4,.mp4,30.0,"[360, 480, 3]",351.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,True,1,,431202,q1_raw
1,video,181,7.3,,7.mp4,.mp4,30.0,"[360, 480, 3]",219.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4,True,1,,264692,q1_raw
1,video,100,3.3333333333333335,,0.mp4,.mp4,30.0,"[720, 1280, 3]",100.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,True,1,,458092,q1_raw
1,video,205,9.1,,1.mp4,.mp4,30.0,"[720, 1280, 3]",273.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,True,1,,1001717,q1_raw
1,video,197,11.833333333333334,,2.mp4,.mp4,30.0,"[720, 1280, 3]",355.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4,True,1,,1365442,q1_raw
1,video,184,11.133333333333333,,3.mp4,.mp4,30.0,"[720, 1280, 3]",334.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,True,1,,1314050,q1_raw
1,video,204,9.866666666666667,,5.mp4,.mp4,30.0,"[720, 1280, 3]",296.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,True,1,,1349104,q1_raw
1,video,240,9.433333333333334,,7.mp4,.mp4,30.0,"[720, 1280, 3]",283.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,True,1,,1016813,q1_raw
1,video,183,9.766666666666667,,9.mp4,.mp4,30.0,"[720, 1280, 3]",293.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4,True,1,,1322886,q1_raw
1,video,875,34.46666666666667,,1.mp4,.mp4,30.0,"[720, 1280, 3]",1034.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4,True,1,,5017520,q1_raw
1,video,394,13.6,,5.mp4,.mp4,30.0,"[720, 1280, 3]",408.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/5.mp4,True,1,,1599984,q1_raw
1,video,336,15.4,,6.mp4,.mp4,30.0,"[720, 1280, 3]",462.0,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4,True,1,,1779127,q1_raw
1,"['video_id', 'clip_id', 'text', 'label', 'annotation']",,,"['video_id', 'clip_id', 'text', 'label', 'annotation']",label-100.xlsx,.xlsx,,,,E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/label-100.xlsx,,100,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,19776,q1_raw
2,raw_text|audio|vision|id|text_bert|classification_labels|regression_labels|text,,,,aligned_50.pkl,.pkl,,,,E题数据/附件2-数据集特征文件/aligned_50.pkl,,4850,66e867aa74bc70a844e806e5571e371c9abb4a35f9e2887ce9b4d97ff2cb8fcd,993842861,train:3395|valid:728|test:727
2,"['video_id', 'clip_id', 'text', 'label', 'annotation', 'mode']",,,"['video_id', 'clip_id', 'text', 'label', 'annotation', 'mode']",label.xlsx,.xlsx,,,,E题数据/附件2-数据集特征文件/label.xlsx,,4850,0d6351ace01a2edee8861b21b2893c82d916d2a3e8b69d3b4f832ca841349875,423826,train|valid|test
2,raw_text|audio|vision|id|text_bert|classification_labels|regression_labels|text|audio_lengths|vision_lengths,,,,unaligned_50.pkl,.pkl,,,,E题数据/附件2-数据集特征文件/unaligned_50.pkl,,4850,77eda14a06be9749a96c52ae45470c7cffcfa7219011eae391d231a0664c3762,2897003035,train:3395|valid:728|test:727
3,text_bert|vision|audio,,,,附件3_01.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_01.pkl,,1,b45b89a7eea55278abb130d44a6ee21128df5aa3239e68c968f9ac7743cfa0ea,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_02.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_02.pkl,,1,6a628897c4b8c5e94e37f23bce680aad500fa8545414234f3564a58577c1023b,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_03.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_03.pkl,,1,52bb6e11f4bba301e1bd90916dc9ad3a0d2d0885fec4598e3e737e2c4d100b6f,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_04.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_04.pkl,,1,ee1f4781ee7b7bc37e71a13e4bc53eedc8327d96a69c246964d0e84a8aa99f72,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_05.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_05.pkl,,1,9f8e5bae8488d8ee1576b1686864b7d8fc9970cfa720758fb040b9293b7e3619,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_06.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_06.pkl,,1,9e973621f141b1af24fc3686ac329a10b66ba2b84d18c21918e86bf0429f790d,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_07.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_07.pkl,,1,62dd394e23c80af2898e039d7eb6f47556d747887331fa2853dad72e13bb223b,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_08.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_08.pkl,,1,e668faea97f9a338051c19ee66383df799b2e461d6d079df8c5f92b32bd6437e,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_09.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_09.pkl,,1,ef57769eaa05f53a7d588948d565876356898658d9945202058ca763e53748b2,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_10.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_10.pkl,,1,7c87d84d69e0e68b9252c9839747558d07a91fd2d079a9a0850683d0d197241e,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_11.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_11.pkl,,1,10e9d5443cecf2de9170deaa56995de0cf9c52580a74cd334de8fea0e4a735f2,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_12.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_12.pkl,,1,d0342f4931a05e40fb0a3220010f1ac801a2f06d123bc4d9a7dc5355794347ba,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_13.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_13.pkl,,1,9e2144ab4385636b259d9e358c7e511be5242c89340f894473317b7757f218b7,50942,special_unlabeled
